Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,101.330002,101.589996,98.750000,98.839996,75.681129,8895900
2012-01-04,99.110001,100.300003,98.760002,99.389999,76.102287,6754700
2012-01-05,99.470001,100.400002,98.680000,99.830002,76.439156,8163800
2012-01-06,100.089996,100.769997,99.870003,100.599998,77.028755,6775300
2012-01-09,100.879997,100.930000,99.510002,99.639999,76.293686,4433700
2012-01-10,100.239998,100.449997,99.349998,99.699997,76.339630,5075400
2012-01-11,99.620003,100.110001,99.349998,99.930000,76.515724,4622500
2012-01-12,100.370003,100.650002,100.070000,100.570000,77.005783,4022700
2012-01-13,100.180000,100.430000,99.610001,100.349998,76.837326,4134800
2012-01-17,100.589996,101.199997,100.050003,100.550003,76.990486,4555800
2012-01-18,100.900002,101.870003,100.739998,101.559998,77.763817,4844500
2012-01-19,101.769997,101.800003,100.699997,101.260002,77.534111,4763300
2012-01-20,101.389999,102.220001,101.269997,101.739998,77.901634,5630400
2012-01-23,101.709999,101.889999,100.040001,100.949997,77.296738,6059700
2012-01-24,101.019997,101.019997,98.410004,98.750000,75.612228,11654100
2012-01-25,98.410004,99.510002,98.050003,99.230003,75.979744,7544000
2012-01-26,99.540001,99.709999,98.690002,99.180000,75.941467,4607100
2012-01-27,98.570000,98.940002,98.349998,98.690002,75.566261,5135000
2012-01-30,98.040001,98.809998,97.699997,98.690002,75.566261,6104900
2012-01-31,99.040001,99.260002,98.250000,99.050003,75.841911,6574200
2012-02-01,99.459999,99.489998,98.360001,98.400002,75.344223,6141300
2012-02-02,98.260002,98.820000,98.260002,98.620003,75.512680,3984000
2012-02-03,99.180000,100.269997,99.040001,100.010002,76.577003,5600900
2012-02-06,99.959999,100.000000,99.339996,99.489998,76.178833,3486600
2012-02-07,99.570000,101.180000,99.559998,100.910004,77.266129,6029900
2012-02-08,101.120003,101.290001,99.599998,100.050003,76.607613,5433600
2012-02-09,100.059998,100.459999,99.699997,99.989998,76.561691,3608800
2012-02-10,99.519997,99.660004,98.940002,99.470001,76.163521,3874700
2012-02-13,99.720001,99.919998,99.279999,99.650002,76.301361,2971100
2012-02-14,99.510002,99.639999,98.949997,99.550003,76.224785,3520800
2012-02-15,99.660004,99.750000,98.309998,98.610001,75.505058,5260500
2012-02-16,98.360001,99.440002,98.360001,99.260002,76.002747,3996300
2012-02-17,99.660004,100.250000,99.410004,99.989998,76.561691,4931700
2012-02-21,100.120003,100.750000,100.000000,100.489998,76.944534,4474800
2012-02-22,100.150002,100.750000,100.150002,100.660004,77.074692,3918900
2012-02-23,100.809998,101.040001,100.400002,100.809998,77.189537,4166500
2012-02-24,100.760002,100.760002,100.050003,100.320000,76.814354,3661800
2012-02-27,100.029999,100.750000,99.500000,100.360001,76.844986,4044500
2012-02-28,99.769997,100.099998,99.500000,99.779999,76.937515,4365800
2012-02-29,99.860001,99.879997,99.260002,99.279999,76.551987,5461000
2012-03-01,99.279999,99.680000,99.139999,99.250000,76.528847,4086100
2012-03-02,99.269997,99.639999,98.959999,99.500000,76.721626,4311700
2012-03-05,99.419998,100.349998,98.839996,99.940002,77.060875,6313200
2012-03-06,99.180000,100.199997,99.099998,99.889999,77.022339,6713900
2012-03-07,100.000000,100.440002,99.540001,100.180000,77.245949,5873500
2012-03-08,97.000000,97.650002,96.459999,96.959999,74.763100,16841200
2012-03-09,97.449997,97.599998,96.529999,96.839996,74.670555,7808700
2012-03-12,97.050003,97.480003,96.580002,96.660004,74.531792,4503100
2012-03-13,96.989998,97.290001,96.370003,96.779999,74.624298,6350900
2012-03-14,96.690002,97.440002,96.680000,97.290001,75.017548,7209100
2012-03-15,97.150002,98.190002,97.150002,98.040001,75.595848,5768200
2012-03-16,98.419998,98.550003,97.570000,97.660004,75.302879,7337000
2012-03-19,97.360001,98.099998,97.320000,97.730003,75.356827,4634500
2012-03-20,97.459999,97.849998,97.070000,97.650002,75.295128,4757100
2012-03-21,97.529999,97.820000,96.720001,96.720001,74.578049,6038600
2012-03-22,96.129997,96.480003,95.769997,95.800003,73.868645,7721200
2012-03-23,95.910004,95.940002,95.129997,95.550003,73.675880,6041500
2012-03-26,96.160004,97.029999,96.099998,96.970001,74.770813,5644100
2012-03-27,97.290001,97.830002,97.070000,97.339996,75.056107,4877500
2012-03-28,97.519997,97.839996,97.059998,97.080002,74.855629,5055400
2012-03-29,96.949997,97.699997,96.930000,97.639999,75.287430,4103600
2012-03-30,97.879997,98.250000,97.760002,98.099998,75.642113,4429500
2012-04-02,97.820000,98.809998,97.680000,98.360001,75.842590,4603000
